covering,накрывая,"The soldiers were **covering** each other as they moved through the street.",4,politics
occurred,произошло,The accident **occurred** at the intersection just before midnight.,3,driving
beans,бобы,Add two cans of **beans** to the soup and let it simmer for twenty minutes.,2,kitchen
tense,напряжённый,The atmosphere in the meeting room was **tense** before the announcement.,3,work
relationships,отношения,Building strong **relationships** with clients takes time and consistency.,3,work
management,руководство,The new **management** decided to restructure the entire sales department.,3,work
blonde,блондинка,The **blonde** woman in the red coat left her umbrella on the bus.,2,basic
catching,ловить,"My nephew is good at **catching** the ball but terrible at throwing it.",2,sports
exposed,выявленный,The journalist **exposed** the corruption scheme in a front-page article.,4,politics
exposed,незащищённый,The hikers were **exposed** to freezing wind on the open ridge.,3,nature
comedy,комедия,We watched a **comedy** last night and laughed for two hours straight.,2,leisure
buildings,здания,The old **buildings** along the waterfront have been converted into apartments.,2,basic
shaking,трясущийся,"His hands were **shaking** when he opened the letter from the hospital.",3,health
facility,учреждение,The sports **facility** includes an Olympic-size pool and a climbing wall.,3,sports
appropriate,подходящий,Make sure your outfit is **appropriate** for a formal job interview.,3,work
remarkable,замечательный,The recovery she made after surgery was truly **remarkable**.,4,health
transferred,переведён,The funds were **transferred** to the wrong account by mistake.,4,bank
drawn,нарисованный,The architect showed us a plan **drawn** by the original designer in 1924.,3,work
symbol,символ,The dove is a universal **symbol** of peace across many cultures.,3,basic
motor,двигатель,The mechanic said the **motor** was overheating because of a broken fan belt.,3,driving
employees,сотрудники,All **employees** are required to complete the safety training by Friday.,3,work
mothers,матери,Many **mothers** return to work within six months of having a baby.,2,family
pile,стопка,There was a huge **pile** of paperwork sitting on his desk every Monday.,2,work
feeding,кормление,**Feeding** a toddler vegetables is one of the great challenges of parenting.,3,family
checks,чеки,"The accountant ran background **checks** on all new financial partners.",4,bank
bears,медведи,Hikers were warned that **bears** had been spotted near the campsite.,3,nature
cookies,печенье,She baked a fresh batch of **cookies** for the school fundraiser.,2,kitchen
awfully,ужасно,The presentation went **awfully** — the projector broke halfway through.,3,work
stepped,наступил,He **stepped** on a nail while working in the basement without shoes.,3,health
toys,игрушки,The children scattered their **toys** across the entire living room floor.,1,family
levels,уровни,The video game has twelve **levels** and gets harder as you progress.,3,leisure
differently,по-другому,After the accident she began to see life quite **differently**.,3,basic
magnificent,великолепный,The view from the top of the mountain was absolutely **magnificent**.,3,nature
leaders,лидеры,World **leaders** gathered in Geneva to discuss the climate agreement.,4,politics
superior,превосходящий,This new processor is clearly **superior** to the previous generation.,4,science
expression,выражение,She had a puzzled **expression** on her face when she read the message.,2,basic
currently,в настоящее время,The hotel is **currently** undergoing renovation but stays fully open.,3,hotel
throne,трон,The king sat on the golden **throne** at the far end of the great hall.,4,basic
deadly,смертоносный,The doctors identified a **deadly** strain of bacteria resistant to antibiotics.,4,doctor
depressed,подавленный,He felt **depressed** for weeks after losing his job unexpectedly.,3,health
potatoes,картошка,Peel and boil the **potatoes** until they are soft enough to mash.,2,kitchen
wicked,злобный,The play featured a **wicked** villain who tricked everyone around him.,3,leisure
resources,ресурсы,The project ran out of **resources** halfway through the second quarter.,3,work
native,местный,The guide showed us plants that were **native** to this region of the forest.,3,nature
centuries,века,The cathedral has stood in the city centre for **centuries**.,3,basic
poetry,поэзия,She discovered a love for **poetry** while studying Russian literature at university.,3,school
multiple,несколько,The patient underwent **multiple** surgeries over the course of a year.,4,doctor
shortly,вскоре,The flight to Amsterdam will depart **shortly** from gate fourteen.,2,airport
buzz,гул,There was a quiet **buzz** of conversation throughout the conference hall.,3,work
