bombs,бомбы,The city was evacuated after police found **bombs** in the subway.,4,politics
transport,транспорт,Public **transport** in this city runs until midnight.,2,basic
transport,перевозить,The company uses trucks to **transport** goods across the country.,3,work
population,население,The **population** of the city has doubled in the last twenty years.,3,basic
succeed,добиться успеха,You need to work hard if you want to **succeed** in this industry.,3,work
succeed,последовать за,The new manager will **succeed** the one who retired last month.,4,work
creepy,жуткий,That old abandoned house at the end of the street is really **creepy**.,3,leisure
sneak,красться,"He tried to **sneak** out of the office early, but his boss noticed.",3,work
studies,учёба,Her **studies** are going well and she expects to graduate in spring.,2,school
destruction,разрушение,The flood caused massive **destruction** throughout the coastal town.,4,nature
protected,защищённый,These rare birds are **protected** by law and cannot be hunted.,3,nature
monsters,чудовища,The children dressed up as **monsters** for the Halloween party.,2,party
joining,вступление,She is excited about **joining** the new team next Monday.,2,work
punished,наказанный,The student was **punished** for cheating on the final exam.,3,school
fascinating,захватывающий,The documentary about deep-sea creatures is absolutely **fascinating**.,3,basic
romance,роман,They met on a trip to Paris and a **romance** quickly developed.,3,basic
instance,случай,"In this **instance**, I think we should ask for a second opinion.",4,basic
jumping,прыгать,The kids were **jumping** on the trampoline all afternoon.,2,sports
groups,группы,Students were divided into small **groups** to work on the project.,2,school
testify,давать показания,The witness agreed to **testify** in court about what she had seen.,4,politics
studied,изученный,He **studied** medicine for six years before becoming a doctor.,2,school
imagined,представлял,She had always **imagined** living in a house by the sea.,3,basic
investigating,расследовать,Detectives are **investigating** the disappearance of the missing funds.,4,work
experienced,опытный,We need an **experienced** mechanic to fix this kind of problem.,3,work
cries,плачет,The baby **cries** whenever she is hungry or tired.,2,family
southern,южный,The **southern** coast of the island has the most beautiful beaches.,3,nature
blocks,кварталы,The coffee shop is just three **blocks** from the hotel entrance.,2,basic
blocks,блокировать,The fallen tree **blocks** the road and traffic cannot get through.,3,driving
emotions,эмоции,It can be hard to hide your **emotions** during a difficult meeting.,3,work
begun,начатый,Construction on the new hospital has already **begun**.,3,basic
serving,подавать на стол,The waiter was **serving** the main course when the lights went out.,3,restaurant
matches,спички,We forgot to bring **matches** so we could not light the campfire.,2,nature
matches,матчи,The league **matches** are held every Saturday afternoon.,2,sports
granted,принято как должное,"We often take clean water for **granted**, but many people lack it.",4,basic
jazz,джаз,The bar has live **jazz** every Friday evening — the music is great.,3,leisure
july,июль,"The festival takes place every year in **July**, when the weather is warm.",1,basic
supplies,припасы,The team packed enough **supplies** for a five-day hiking trip.,3,nature
deeper,глубже,Scientists are drilling **deeper** into the ice to study ancient climate.,4,science
typical,типичный,A **typical** workday for her starts with a team briefing at nine.,3,work
kicking,бить ногой,He practiced **kicking** the ball against the wall for an hour.,2,sports
dancer,танцор,My sister trained as a **dancer** from the age of five.,3,leisure
daughters,дочери,He has two **daughters** who both study at the same university.,2,family
latin,латинский,Many medical terms come from **Latin** and are used worldwide.,4,science
teachers,учителя,The **teachers** held a meeting to discuss the new curriculum.,2,school
dragged,тащить,"She **dragged** her suitcase up the stairs, exhausted after the flight.",3,airport
compared,по сравнению с,"**Compared** to last year, sales have increased by thirty percent.",4,work
rubbish,мусор,Please put the **rubbish** in the bin before you leave the kitchen.,2,home
passes,пропуск,You need a security **passes** to enter the restricted area of the building.,3,work
fort,крепость,The old **fort** on the hill was built in the eighteenth century.,4,basic
choices,выбор,Making healthy **choices** every day can really improve your wellbeing.,3,health
alley,переулок,The shortcut through the narrow **alley** saves about ten minutes.,3,basic
supper,ужин,The family gathers around the table for **supper** every Sunday evening.,2,home
alibi,алиби,The suspect provided a solid **alibi** for the night of the crime.,4,basic
pole,шест,The flag is attached to a tall metal **pole** in the town square.,2,basic
pole,полюс,Temperatures at the South **Pole** can drop below minus sixty degrees.,4,science
scientist,учёный,The **scientist** spent years studying the effects of plastic on ocean life.,3,science
fighter,боец,He trained as a **fighter** and competed in tournaments across Europe.,3,sports
alpha,альфа,The new software is still in **alpha** and has many bugs to fix.,4,internet
liquor,крепкий алкоголь,The store sells wine and beer but no **liquor** after ten at night.,3,shopping
liberty,свобода,Freedom of speech is one of the core **liberties** in a democracy.,4,politics
moral,моральный,The novel raises serious **moral** questions about loyalty and betrayal.,4,basic
award,награда,She received an **award** for the best short film at the festival.,3,leisure
thirsty,хотеть пить,After the long run in the heat she was absolutely **thirsty**.,2,health
random,случайный,The winners were chosen by a completely **random** draw.,3,basic
suspects,подозреваемые,Police have identified three **suspects** and are questioning them now.,4,politics
suspects,подозревать,She **suspects** that someone in the office has been reading her emails.,3,work
intention,намерение,He had no **intention** of staying late at work on his birthday.,3,basic
tools,инструменты,The carpenter brought all his **tools** in a large wooden box.,2,home
driven,целеустремлённый,She is a highly **driven** person who never gives up on her goals.,3,work
safely,в безопасности,All passengers evacuated the building **safely** within five minutes.,3,basic
conversations,разговоры,The café is quiet enough to have proper **conversations** without shouting.,2,basic
waters,воды,The boat sailed through the calm **waters** of the bay at sunset.,3,nature
invisible,невидимый,The stain is almost **invisible** once the fabric has been washed.,3,home
internal,внутренний,The company launched an **internal** investigation into the missing files.,4,work
peaceful,мирный,The park by the river is the most **peaceful** spot in the city.,2,nature
washed,мыть,She **washed** her hands thoroughly before preparing the meal.,2,health
drives,движет,What **drives** him to work so hard is his passion for the project.,4,basic
lads,ребята,"Come on **lads**, we need to finish this before the game starts.",3,sports
