talented,талантливый,She is a **talented** artist who sells her paintings online.,2,basic
aid,помощь,The government sent **aid** to the flood victims last week.,3,politics
aid,помочь,"Without your **aid**, we could never have finished the project on time.",3,work
troubles,проблемы,He tried to forget his **troubles** with a long walk in the park.,2,basic
core,ядро,Understanding the **core** idea of the theory took us several hours.,4,science
core,суть,The **core** of the problem is a lack of communication between teams.,3,work
serial,серийный,The detective spent years tracking a **serial** thief who targeted museums.,4,basic
painted,крашеный,The **painted** walls of the café gave it a warm and cheerful look.,2,home
divine,божественный,Everyone agreed the chocolate mousse tasted absolutely **divine**.,3,restaurant
goat,коза,The children laughed as the **goat** tried to eat the farmer's hat.,2,nature
opera,опера,My grandmother took me to see a live **opera** for my birthday.,3,leisure
thieves,воры,The security camera footage helped police identify the **thieves**.,3,basic
guessing,угадывать,Stop **guessing** and just ask her what time the meeting starts.,2,work
objection,возражение,"The lawyer raised an **objection**, and the judge asked for silence.",4,basic
whiskey,виски,He ordered a glass of **whiskey** and sat down at the bar alone.,3,restaurant
resistance,сопротивление,The bacteria showed **resistance** to the standard antibiotic treatment.,5,doctor
resistance,сопротивление,The new policy faced strong **resistance** from the union workers.,4,politics
attached,прикреплённый,"Please find the report **attached** to this email, as requested.",3,work
brief,краткий,Could you give us a **brief** summary of the main findings?,3,work
brief,плавки,He packed sunscreen and a **brief** for the beach holiday.,2,leisure
punish,наказать,Parents should not **punish** children without explaining the reason.,3,family
eternal,вечный,They carved their names in the stone as a symbol of **eternal** love.,4,basic
fabulous,потрясающий,The view from the rooftop terrace was absolutely **fabulous**.,3,hotel
twins,близнецы,The **twins** always wore matching outfits to confuse their teachers.,2,family
characters,персонажи,The **characters** in this novel feel so real you forget they are fictional.,3,basic
arts,искусство,She studied the **arts** at university before switching to graphic design.,3,school
naughty,непослушный,The **naughty** puppy chewed through three pairs of shoes this week.,2,home
stabbed,пронзённый,The paramedics rushed in after someone was **stabbed** outside the club.,5,basic
tend,ухаживать,The gardener came twice a week to **tend** to the rose bushes.,3,nature
tend,иметь тенденцию,People **tend** to eat more when they are stressed or bored.,3,health
development,развитие,The new software **development** team hired five engineers last month.,4,work
images,изображения,She used bold **images** in her presentation to keep the audience engaged.,3,work
global,глобальный,Climate change is a **global** challenge that requires international cooperation.,4,politics
string,верёвка,He tied the package with a piece of **string** before mailing it.,2,home
string,строка,The programmer forgot a closing bracket at the end of the **string**.,4,internet
sharing,совместное использование,**Sharing** a flat with three roommates taught me to be more patient.,3,home
corn,кукуруза,We grilled **corn** on the cob for the summer barbecue.,2,kitchen
fits,подходит,This jacket **fits** perfectly — I'll take it in blue.,2,shopping
fits,припадки,The doctor said the child's **fits** were caused by a high fever.,4,doctor
forms,формы,You need to fill out several **forms** before opening a bank account.,3,bank
votes,голоса,The candidate needed five hundred more **votes** to win the election.,4,politics
constantly,постоянно,My phone is **constantly** buzzing with notifications from work apps.,2,internet
granny,бабушка,My **granny** makes the best apple pie every time we visit.,1,family
nicely,хорошо,The new employee dressed **nicely** and always arrived on time.,2,work
nerves,нервы,Public speaking always gets on my **nerves** before a big presentation.,3,basic
arguing,спорить,The couple was **arguing** over which restaurant to go to for dinner.,2,family
