marine,морской,He served as a **marine** biologist studying coral reefs.,3,nature
bid,ставка,"She placed a **bid** on the antique vase at the auction.",3,shopping
require,требовать,Most universities **require** applicants to submit two letters of recommendation.,3,school
largest,наибольший,"The **largest** room in the apartment is the living room.",2,home
washing,стирка,She spent Sunday morning **washing** clothes and cleaning the kitchen.,2,home
causes,причины,Scientists are still debating the **causes** of the mass extinction.,4,science
palm,ладонь,He held the tiny bird in the **palm** of his hand.,2,basic
constant,постоянный,"The machine produces a **constant** low hum, day and night.",3,science
medication,лекарство,The doctor prescribed **medication** for her chronic back pain.,3,health
rising,растущий,"**Rising** temperatures are affecting agriculture across the region.",3,nature
analysis,анализ,"After careful **analysis**, the team decided to change the strategy.",4,work
cuts,порезы,Apply pressure to small **cuts** to stop the bleeding quickly.,2,health
eats,есть,"He **eats** breakfast at seven every morning before heading to work.",1,kitchen
vodka,водка,"**Vodka** is a clear spirit commonly used in cocktails.",3,restaurant
solar,солнечный,The house runs entirely on **solar** energy from rooftop panels.,3,science
height,высота,"The platform is at a **height** of ten metres above the ground.",2,basic
terrified,напуганный,The child was **terrified** of the loud thunder during the storm.,3,basic
chemical,химический,Workers must wear protective gloves when handling **chemical** substances.,4,science
preparing,подготовка,She spent the whole evening **preparing** for her job interview.,3,work
advanced,продвинутый,This course is designed for **advanced** learners with two years of experience.,3,school
wears,носить,"He always **wears** a suit to the office, even on Fridays.",2,work
phase,этап,"The construction project is entering its final **phase** this month.",3,work
suggesting,предлагать,"Are you **suggesting** that we cancel the whole trip?",3,basic
fleet,флот,The company operates a **fleet** of thirty delivery vehicles.,4,work
editor,редактор,The **editor** rejected the article because it lacked supporting evidence.,4,work
october,октябрь,The conference is scheduled for the third week of **October**.,2,work
assumed,предполагать,"Everyone **assumed** he was guilty before the trial even started.",4,basic
region,регион,"This **region** is known for its wine production and mild climate.",3,nature
amongst,среди,"He felt like a stranger **amongst** people he had known for years.",4,basic
temper,вспыльчивость,"She has a short **temper**, so think before you speak.",3,basic
discussion,обсуждение,"After a long **discussion**, the committee reached a final decision.",3,work
engines,двигатели,Both **engines** failed shortly after takeoff and the pilot made an emergency landing.,4,driving
operate,работать,The clinic will **operate** seven days a week starting next month.,3,health
sunshine,солнечный свет,The children ran outside to enjoy the **sunshine** after the rain.,2,nature
acted,действовать,The police **acted** quickly and prevented a much larger disaster.,3,basic
undercover,под прикрытием,The detective spent six months working **undercover** inside the criminal network.,4,basic
horror,ужас,She couldn't hide her **horror** when she saw the damage to the building.,3,basic
tested,проверять,Every product is **tested** for safety before it reaches store shelves.,3,shopping
contrary,вопреки,"**Contrary** to popular belief, goldfish can have a memory of several months.",4,science
roses,розы,He brought her a bouquet of red **roses** for their anniversary.,2,nature
poker,покер,"They stayed up until midnight playing **poker** and drinking coffee.",3,leisure
wrapped,завёрнутый,"The gift was **wrapped** in silver paper and tied with a ribbon.",2,shopping
tragic,трагический,It was a **tragic** accident that could easily have been avoided.,3,basic
entertainment,развлечение,The resort offers a wide range of **entertainment** for guests of all ages.,3,hotel
gathered,собираться,"The whole family **gathered** in the living room to watch the game.",2,family
pockets,карманы,He checked his **pockets** but couldn't find his keys anywhere.,2,basic
limited,ограниченный,Tickets are available in **limited** quantities so book early.,3,shopping
paintings,картины,The museum holds over three hundred **paintings** from the Renaissance period.,3,leisure
computers,компьютеры,Modern **computers** can process billions of calculations per second.,3,internet
traditional,традиционный,"We had a **traditional** Sunday roast with the whole family.",3,family
delicate,деликатный,"The surgeon performed a **delicate** operation lasting nearly six hours.",4,health
independent,независимый,She has always been fiercely **independent** and never asked anyone for help.,3,basic
grandson,внук,The old man beamed with pride when his **grandson** graduated from university.,3,family
recognized,узнавать,"He was immediately **recognized** by fans as he walked through the airport.",3,basic
regarding,относительно,"I am writing **regarding** the job vacancy posted on your website.",4,work
sack,увольнять,"The manager decided to **sack** him after three written warnings.",4,work
