spotted,замеченный,The police **spotted** the suspect near the bank.,3,basic
journalist,журналист,The **journalist** asked difficult questions at the press conference.,4,work
operator,оператор,Please hold while I connect you to an **operator**.,3,work
rely,полагаться,You can **rely** on me to finish the project on time.,3,work
eastern,восточный,The **eastern** part of the country has a colder climate.,3,basic
shave,бриться,He forgot to **shave** before the job interview.,2,basic
remaining,оставшийся,"There are three **remaining** tickets for the concert, so hurry.",3,basic
lip,губа,She bit her **lip** nervously before answering the question.,2,basic
anonymous,анонимный,The letter was signed by an **anonymous** sender.,4,basic
planted,посаженный,She **planted** flowers along the garden path last spring.,2,nature
oldest,старейший,He is the **oldest** student in the class.,2,school
breast,грудь,The doctor examined her **breast** during the routine checkup.,4,doctor
sixth,шестой,Today is the **sixth** day of our vacation.,2,basic
error,ошибка,The computer displayed an **error** message and shut down.,3,internet
reporting,репортаж,The live **reporting** from the flood zone was broadcast worldwide.,4,work
islands,острова,"The **islands** in the Pacific are known for their beautiful beaches, coral reefs, and warm waters.",3,nature
commitment,обязательство,Marriage is a serious **commitment** that takes work every day.,4,family
react,реагировать,"It can be hard to **react** calmly when someone criticises you, but it is important.",3,basic
misery,страдание,Years of poverty brought great **misery** to the village.,4,basic
embrace,обнимать,She ran to **embrace** her son after months apart.,3,family
harsh,суровый,The **harsh** winter conditions made travel impossible.,3,nature
communicate,общаться,It is important to **communicate** openly with your partner.,3,family
faithful,верный,A **faithful** dog waited at the door every evening for its owner.,3,basic
cemetery,кладбище,They placed flowers on her grave at the old **cemetery**.,4,basic
rear,задний,The car was hit from the **rear** at the traffic light.,3,driving
banana,банан,He peeled a **banana** and added it to his morning smoothie.,1,kitchen
emotion,эмоция,He tried to hide his **emotion** but his eyes gave him away.,3,basic
excuses,отговорки,"She was tired of his **excuses** for being late to meetings, dinners, and events.",3,work
crushed,раздавленный,The fallen tree **crushed** the fence after the storm.,3,nature
efforts,усилия,"Despite her best **efforts**, she could not finish the report on time.",3,work
content,доволен,He felt **content** sitting by the fire with a good book.,3,basic
realised,осознал,She **realised** she had left her passport at home only at the airport.,3,airport
hopeless,безнадёжный,The situation seemed **hopeless** until help finally arrived.,4,basic
era,эпоха,The invention of the internet marked a new **era** in communication.,4,science
luckily,к счастью,"**Luckily**, the ambulance arrived before the situation got worse.",3,basic
attracted,привлечённый,The bright colours **attracted** a lot of visitors to the exhibition.,3,leisure
application,заявление,He submitted his **application** for the university programme last week.,4,school
profession,профессия,Teaching is a noble **profession** that shapes the future.,3,work
symptoms,симптомы,"The **symptoms** of the flu include fever, cough, and fatigue.",3,health
aggressive,агрессивный,The **aggressive** driver kept honking and cutting in front of others.,3,driving
pale,бледный,She looked **pale** and tired after a sleepless night.,2,health
significant,значительный,The new policy made a **significant** difference to employee morale.,4,work
clubs,клубы,He joined several **clubs** at school to meet new people.,2,school
visual,визуальный,The presentation had strong **visual** support with charts and images.,4,work
photographer,фотограф,The **photographer** spent hours waiting for the perfect light.,3,work
rap,рэп,He grew up listening to **rap** and later started writing his own lyrics.,3,leisure
chap,парень,He seems like a decent **chap** once you get to know him.,3,basic
dated,устаревший,The design looked **dated** compared to modern websites.,3,internet
keen,увлечённый,She is **keen** on learning new languages in her free time.,3,leisure
formed,образованный,The committee was **formed** to investigate the financial irregularities.,4,work
ton,тонна,The truck was carrying over a **ton** of construction materials.,3,basic
corporal,капрал,The **corporal** gave orders to the soldiers before the morning drill.,4,basic
