ashes,пепел,After the fire the house was nothing but **ashes**.,3,nature
terror,ужас,The crowd ran in **terror** when the alarm went off.,3,basic
misunderstanding,недопонимание,"There was a **misunderstanding** between the two teams, so the meeting was delayed.",3,work
boats,лодки,Several small **boats** were anchored near the dock.,2,nature
halt,остановка,The officer raised his hand to bring the car to a **halt**.,3,driving
adults,взрослые,The film is suitable for **adults** only.,2,basic
closely,внимательно,She studied the map **closely** before leaving the hotel.,2,hotel
pearl,жемчуг,She wore a single **pearl** on a thin silver chain.,3,shopping
soccer,футбол,The kids played **soccer** in the park all afternoon.,1,sports
priority,приоритет,Finding a place to sleep was our first **priority** after landing.,3,hotel
struggling,испытывающий трудности,He was **struggling** to carry all the bags on his own.,2,basic
concerns,опасения,"The doctor listened carefully to her **concerns**, then ordered some tests.",3,doctor
celebration,праздник,The whole street joined the **celebration** when the team won.,2,party
unconscious,без сознания,"He was **unconscious** for several minutes after the fall, but then slowly came around.",4,health
cattle,скот,The farmer moved the **cattle** to a fresh field every week.,3,nature
fairly,довольно,The exam was **fairly** easy compared to last year.,2,school
holidays,каникулы,The children count the days until the **holidays** begin.,1,school
forgetting,забывание,She kept **forgetting** where she had left her keys.,2,basic
lungs,лёгкие,Smoking causes serious damage to the **lungs** over time.,3,health
shadows,тени,The trees cast long **shadows** across the road in the evening.,2,nature
specifically,конкретно,The manager asked everyone to arrive **specifically** at nine o'clock.,3,work
ideal,идеальный,"This apartment is **ideal** for a young couple, as it is close to everything.",3,home
types,типы,The shop sells several **types** of coffee beans.,2,shopping
explode,взрываться,The gas pipe could **explode** if it is not repaired immediately.,4,science
immediate,немедленный,The injury required **immediate** medical attention.,4,health
hunger,голод,After hiking for six hours they felt real **hunger** for the first time.,2,nature
combination,сочетание,"The dish uses an unusual **combination** of spices, but it works perfectly.",3,restaurant
develop,развивать,It takes years to **develop** a skill like that.,2,school
detectives,детективы,Two **detectives** arrived at the scene within minutes of the call.,4,basic
severe,тяжёлый,The doctor warned that the infection was **severe** and needed strong antibiotics.,4,doctor
organized,организованный,"She is very **organized**, so the whole trip went smoothly.",2,work
gut,кишечник,A healthy diet can have a positive effect on your **gut**.,3,health
dismissed,уволенный,He was **dismissed** from the company after missing several deadlines.,4,work
vulnerable,уязвимый,Elderly people are particularly **vulnerable** during a heatwave.,4,health
vital,жизненно важный,Fresh water is **vital** for survival in the desert.,3,nature
retreat,отступать,The army decided to **retreat** rather than risk further losses.,4,politics
borrowed,одолженный,She returned the **borrowed** book to the library before the deadline.,2,school
parked,припаркованный,His car was **parked** right outside the bank when the alarm went off.,2,driving
voted,проголосовавший,More than half the country **voted** in favour of the new law.,3,politics
clothing,одежда,She packed light **clothing** for the trip to the south.,2,shopping
denied,отрицать,He **denied** ever seeing the document before the trial.,4,politics
drown,тонуть,Always wear a life jacket so you do not **drown** if the boat tips over.,3,nature
photographs,фотографии,She kept all the old **photographs** in a shoebox under the bed.,2,home
burger,бургер,He ordered a **burger** and fries at the diner.,1,restaurant
masters,магистратура,She decided to apply for a **masters** degree after finishing her first year at work.,3,school
lighter,зажигалка,He flicked the **lighter** several times before the flame appeared.,3,basic
muffled,приглушённый,They heard **muffled** voices coming from the room next door.,4,hotel
splendid,великолепный,The view from the top of the hill was absolutely **splendid**.,3,nature
bloke,мужик,Some **bloke** at the café offered to help carry her bags.,3,basic
comrades,товарищи,The soldiers trusted their **comrades** completely in battle.,4,politics
closest,ближайший,She told her **closest** friend about the plan first.,2,family
