argument,спор,They had a heated **argument** about money last night.,3,basic
turkey,индейка,We roast a **turkey** every Thanksgiving dinner.,2,kitchen
greetings,приветствия,She sent warm **greetings** to her family back home.,3,basic
neighbors,соседи,Our new **neighbors** invited us over for coffee.,2,home
toy,игрушка,The child played happily with his favorite **toy**.,1,family
everyday,повседневный,Walking the dog is part of my **everyday** routine.,3,basic
idiots,идиоты,Only **idiots** would leave the door unlocked at night.,3,basic
enjoyed,понравилось,We really **enjoyed** the movie last weekend.,2,leisure
underground,подземный,The city has a large **underground** parking garage.,3,basic
smiling,улыбающийся,The baby was **smiling** at everyone in the room.,2,family
mistress,любовница,His wife discovered he had a secret **mistress**.,4,family
teams,команды,Both **teams** played hard during the championship game.,2,sports
product,продукт,This new **product** sells very well in stores.,2,shopping
whispers,шёпот,I heard quiet **whispers** coming from the next room.,4,basic
religious,религиозный,She comes from a very **religious** family background.,3,basic
presents,подарки,The children opened their **presents** on Christmas morning.,2,family
identify,опознать,The witness could not **identify** the thief clearly.,3,basic
surveillance,слежка,The bank uses video **surveillance** to prevent robbery.,4,bank
vampire,вампир,The **vampire** only comes out after the sun sets.,3,leisure
uses,использует,My brother **uses** his laptop for work every day.,1,basic
underneath,под,The cat is hiding **underneath** the kitchen table.,3,home
systems,системы,Modern hospitals rely on advanced computer **systems**.,3,health
temperature,температура,The **temperature** dropped below zero last night.,2,nature
waves,волны,Big **waves** crashed against the rocky shore.,2,nature
tribe,племя,An ancient **tribe** once lived in this valley.,3,nature
headquarters,штаб-квартира,The company **headquarters** is located in New York.,4,work
equal,равный,All citizens should have **equal** rights under the law.,3,politics
phones,телефоны,Please turn off your **phones** during the meeting.,1,work
related,связанный,These two problems are closely **related** to each other.,3,basic
incredibly,невероятно,The mountain view was **incredibly** beautiful at sunset.,3,nature
spit,плевать,It is rude to **spit** on the sidewalk.,3,basic
tracks,следы,The hunter followed fresh **tracks** through the snow.,3,nature
makeup,макияж,She applied her **makeup** before going to the party.,2,party
sounded,звучал,His voice **sounded** strange over the phone yesterday.,2,basic
spirits,духи,Some people believe in ghosts and evil **spirits**.,3,basic
divorced,разведённый,My uncle got **divorced** after twenty years of marriage.,3,family
port,порт,The ship arrived at the **port** early this morning.,3,basic
doorbell,дверной звонок,"Someone is ringing the **doorbell**, please open it.",2,home
worries,беспокоится,My mother always **worries** about my safety.,2,family
proceed,продолжать,Please **proceed** to gate twelve for boarding.,3,airport
traitor,предатель,The **traitor** sold secrets to the enemy.,4,politics
outfit,наряд,She wore a beautiful **outfit** to the wedding.,3,party
patience,терпение,Teaching children requires a lot of **patience**.,3,basic
foolish,глупый,It was **foolish** to trust that stranger.,3,basic
injured,раненый,Several players were **injured** during the match.,3,sports
cage,клетка,The parrot lives in a large metal **cage**.,2,home
awkward,неловкий,There was an **awkward** silence after his question.,3,basic
filthy,грязный,His hands were **filthy** after working in the garden.,3,basic
concentrate,сосредоточиться,I cannot **concentrate** with all this noise.,3,school
citizens,граждане,All **citizens** must pay their taxes on time.,3,politics
aim,цель,Her main **aim** is to become a doctor.,2,basic
electric,электрический,We bought a new **electric** car last month.,2,basic
pleasant,приятный,We had a **pleasant** conversation over dinner.,2,basic
environment,окружающая среда,We must protect the **environment** from pollution.,3,nature
western,западный,She loves watching old **Western** movies with cowboys.,3,leisure
average,средний,The **average** temperature in July is thirty degrees.,3,basic
interrupt,прерывать,Please do not **interrupt** me while I am speaking.,3,basic
satisfied,удовлетворённый,The customer was **satisfied** with the service.,3,shopping
