walking,идущий пешком,She is **walking** to the park right now.,2,basic
pleasure,удовольствие,It was a real **pleasure** to meet you.,3,basic
french,французский,I love **French** bread and cheese.,2,basic
involved,вовлечённый,He got **involved** in a new project.,3,work
became,стал,She **became** a doctor after many years.,2,basic
lived,жил,He **lived** in Moscow for ten years.,2,basic
impossible,невозможно,"That task is completely **impossible**, sorry.",2,basic
obviously,очевидно,"**Obviously**, she was very tired today.",3,basic
neither,ни тот ни другой,I like **neither** of those two options.,3,basic
accept,принимать,Please **accept** my sincere apologies.,3,basic
boyfriend,парень,Her **boyfriend** is a really nice guy.,2,family
besides,кроме того,"**Besides**, we don't have enough time.",3,basic
queen,королева,The **queen** waved at the crowd.,2,basic
cops,копы,The **cops** arrived at the scene quickly.,2,basic
sake,ради,Do it for the **sake** of your family.,3,basic
loves,любит,She really **loves** her new job.,1,basic
carry,нести,Can you **carry** this bag for me?,2,basic
apartment,квартира,My **apartment** has two small bedrooms.,2,home
upset,расстроенный,She was really **upset** about the news.,2,basic
green,зелёный,The grass is very **green** in spring.,1,nature
liked,нравился,She **liked** the movie we watched yesterday.,1,basic
cute,милый,Your puppy is so **cute** and tiny.,2,basic
evil,злой,The villain had an **evil** smile.,3,basic
contact,контакт,Please **contact** me if you need help.,2,basic
holy,святой,They visited a **holy** place in Jerusalem.,3,basic
jail,тюрьма,He spent two years in **jail**.,3,basic
likes,нравится,She **likes** coffee in the morning.,1,basic
doubt,сомнение,I have no **doubt** about his honesty.,3,basic
continue,продолжать,Please **continue** with your story.,2,basic
driving,вождение,**Driving** in this city is stressful.,2,driving
congratulations,поздравления,"**Congratulations**, you passed the exam!",2,basic
wrote,написал,She **wrote** a long letter to her friend.,2,basic
village,деревня,My grandparents live in a small **village**.,3,nature
decision,решение,That was a difficult **decision** to make.,3,basic
south,юг,Birds fly **south** for the winter.,2,basic
sleeping,спящий,The baby is **sleeping** in the crib.,2,home
beginning,начало,This is just the **beginning** of our journey.,2,basic
dying,умирающий,The old man is **dying** slowly.,3,health
hundred,сто,I have a **hundred** dollars in my wallet.,1,basic
difference,разница,What is the **difference** between these two?,2,basic
continues,продолжается,The rain **continues** all day long.,3,basic
singing,поющий,She is **singing** in the shower.,2,leisure
eating,еда,He is **eating** lunch right now.,1,basic
north,север,We drove **north** for three hours.,2,basic
madam,мадам,"Can I help you, **madam**?",3,basic
putting,кладущий,She is **putting** the dishes away.,2,home
stuck,застрявший,My car got **stuck** in the mud.,3,basic
magic,магия,The kids believe in **magic** tricks.,2,basic
rules,правила,You must follow the **rules** of the game.,2,basic
colonel,полковник,The **colonel** gave a strict order.,4,basic
immediately,немедленно,Call me back **immediately**.,3,basic
seconds,секунды,Wait just a few **seconds**.,2,basic
thousand,тысяча,This watch costs a **thousand** dollars.,2,basic
gives,даёт,She **gives** me flowers every week.,1,basic
experience,опыт,He has ten years of **experience**.,3,work
victim,жертва,The **victim** reported the crime to police.,3,basic
upon,на,A spider crawled **upon** the wall.,4,basic
computer,компьютер,My **computer** is running very slowly today.,1,internet
promised,обещал,She **promised** to call me tomorrow.,2,basic
search,поиск,The **search** for the missing dog continues.,3,basic
staying,оставающийся,I am **staying** home tonight.,2,basic
dreams,мечты,She has big **dreams** for her future.,2,basic
arrest,арест,The police will **arrest** him tomorrow.,3,basic
lots,много,We have **lots** of time to relax.,2,basic
rid,избавиться,I want to get **rid** of this old sofa.,3,home
knock,стучать,Please **knock** before you enter the room.,2,basic
worst,худший,That was the **worst** movie I have seen.,2,basic
passed,прошёл,Five years have **passed** since we met.,2,basic
listening,слушающий,She is **listening** to music right now.,2,leisure
escape,побег,The prisoner planned his **escape** carefully.,3,basic
everywhere,везде,I looked **everywhere** for my keys.,2,basic
arms,руки,She held the baby in her **arms**.,2,basic
turns,поворачивает,He **turns** the key to start the car.,2,basic
address,адрес,Please write your **address** on this form.,2,basic
themselves,сами,They built the house **themselves**.,3,basic
decide,решать,You need to **decide** what to do next.,2,basic
mate,приятель,"Thanks for the help, **mate**!",2,basic
drinking,пьющий,He is **drinking** water from the bottle.,2,basic
press,нажимать,**Press** this button to start the machine.,2,basic
bother,беспокоить,Don't **bother** me while I'm working.,3,basic
foot,нога,I hurt my **foot** while running.,2,health
yep,ага,"**Yep**, I totally agree with you.",2,basic
