fall,падать,Be careful not to **fall** on the wet floor.,2,basic
given,данный,She was **given** a second chance at work.,3,basic
fault,вина,It was not my **fault** that we were late.,2,basic
takes,занимает,It **takes** two hours to get there by car.,2,basic
future,будущее,I want to study medicine in the **future**.,2,basic
gentlemen,джентльмены,"Ladies and **gentlemen**, please take your seats.",3,basic
loved,любил,She **loved** him more than anything.,2,basic
changed,изменил,He has **changed** a lot since high school.,2,basic
wonderful,чудесный,We had a **wonderful** time at the beach.,2,basic
mad,злой,Please don't be **mad** at me for being late.,2,basic
turned,повернул,She **turned** around and smiled at me.,2,basic
ladies,дамы,The **ladies** were waiting in the lobby.,2,basic
step,шаг,Take a **step** back from the edge.,2,basic
absolutely,абсолютно,I **absolutely** agree with your opinion.,3,basic
early,рано,I woke up **early** to catch the train.,2,basic
piece,кусок,Can I have a **piece** of your cake?,2,basic
land,земля,This **land** belonged to my grandfather.,2,basic
feet,ноги,My **feet** hurt after walking all day.,2,basic
wonder,удивляться,I **wonder** what she is doing right now.,3,basic
questions,вопросы,Do you have any **questions** about the lesson?,2,school
speaking,говорящий,Who is **speaking** at the meeting today?,3,basic
worth,стоит,This old watch is **worth** a lot of money.,3,basic
darling,дорогой,"Good morning, **darling**, did you sleep well?",2,family
dude,чувак,"Hey **dude**, want to grab some pizza?",2,basic
giving,дающий,Thank you for **giving** me your time.,2,basic
moving,двигающийся,The car was **moving** too fast on the highway.,2,basic
figure,фигура,I saw a tall **figure** standing by the door.,3,basic
none,никто,**None** of my friends came to the party.,3,basic
amazing,удивительный,The view from the mountain was **amazing**.,2,basic
ones,такие,I like the red **ones** better than the blue.,2,basic
works,работает,This old phone still **works** perfectly fine.,2,basic
act,поступок,That was a kind **act** from a stranger.,3,basic
needed,нужный,I **needed** your help with the project.,2,basic
worried,обеспокоенный,My mother is **worried** about my health.,2,basic
goodbye,прощай,She said **goodbye** and left the room.,2,basic
missing,пропавший,Have you seen my **missing** keys anywhere?,2,basic
happening,происходящий,What is **happening** in the living room?,2,basic
chief,начальник,The **chief** of police gave a statement.,3,work
general,общий,"In **general**, I agree with your plan.",3,basic
kidding,шучу,Are you **kidding** me right now?,2,basic
decided,решил,We **decided** to move to a new city.,2,basic
class,класс,I have math **class** at nine in the morning.,2,school
kept,хранил,She **kept** the letter in a secret box.,3,basic
worse,хуже,The weather got **worse** during the night.,2,basic
mistake,ошибка,Everyone makes a **mistake** sometimes.,2,basic
building,здание,That **building** has thirty floors.,2,basic
during,во время,I fell asleep **during** the movie.,2,basic
age,возраст,"What is your **age**, if I may ask?",2,basic
caught,поймал,The cat **caught** a small mouse.,3,basic
meant,имел в виду,I **meant** no harm with my words.,3,basic
watching,смотрящий,He is **watching** a film in the living room.,2,basic
system,система,Our computer **system** is down again.,3,internet
suppose,предполагать,I **suppose** you are right about this.,3,basic
evidence,доказательство,The police found new **evidence** at the scene.,4,basic
completely,полностью,I **completely** forgot about our meeting.,3,basic
totally,совершенно,You are **totally** right about that.,2,basic
tv,телевизор,Let's watch **tv** after dinner tonight.,1,home
imagine,представлять,Can you **imagine** living on the moon?,3,basic
information,информация,I need more **information** before I decide.,3,basic
instead,вместо,Let's have tea **instead** of coffee.,2,basic
definitely,определенно,I will **definitely** come to your birthday party.,3,basic
certainly,конечно,I **certainly** hope she feels better soon.,3,basic
month,месяц,We are going on vacation next **month**.,1,basic
lying,лгущий,I knew he was **lying** about his age.,3,basic
unless,если не,I won't go **unless** you come with me.,3,basic
seven,семь,I have **seven** books on my desk.,1,basic
wear,носить,What should I **wear** to the wedding?,2,shopping
clothes,одежда,I need to buy new **clothes** for work.,2,shopping
christmas,рождество,We always visit grandma for **christmas**.,2,basic
attack,нападение,The soldiers launched an **attack** at dawn.,3,basic
expect,ожидать,I **expect** you to be on time tomorrow.,3,basic
sing,петь,She loves to **sing** in the shower.,2,basic
terrible,ужасный,The weather was **terrible** during our trip.,2,basic
blue,синий,The sky is a beautiful **blue** today.,1,basic
near,около,There is a park **near** my house.,2,basic
broke,сломал,I **broke** my phone when I dropped it.,2,basic
station,станция,I will meet you at the train **station**.,2,basic
seriously,серьезно,Are you **seriously** going to eat all that?,3,basic
forever,навсегда,I will remember this day **forever**.,2,basic
except,кроме,Everyone came **except** my brother.,3,basic
thinks,думает,She **thinks** about her family every day.,2,basic
entire,весь,I ate the **entire** pizza by myself.,3,basic
talked,говорил,We **talked** for hours last night.,2,basic
across,через,The store is **across** the street from here.,2,basic
rock,камень,I found a pretty **rock** on the beach.,2,basic
lovely,прекрасный,What a **lovely** dress you are wearing!,2,basic
middle,середина,She was standing in the **middle** of the room.,2,basic
buddy,приятель,"Hey **buddy**, how was your weekend?",2,basic
paid,заплатил,I **paid** for dinner with my card.,2,basic
using,использующий,He is **using** my laptop right now.,2,basic
