ears,уши,Rabbits have very long **ears** and soft fur.,1,basic
castle,замок,The old **castle** stands on top of the hill.,2,basic
hidden,скрытый,She found a **hidden** treasure in the garden.,2,basic
personally,лично,"**Personally**, I prefer tea over coffee.",3,basic
artist,художник,My sister is a talented **artist** and painter.,2,leisure
exciting,захватывающий,The movie was really **exciting** from start to finish.,2,basic
permission,разрешение,You need **permission** to enter this building.,3,basic
tickets,билеты,I bought two **tickets** for the concert tonight.,2,leisure
barely,едва,I could **barely** hear him over the noise.,3,basic
eggs,яйца,She bought a dozen **eggs** at the store.,1,kitchen
regret,сожалеть,I **regret** not calling my grandmother more often.,3,basic
lover,любовник,He wrote poems for his secret **lover**.,3,basic
legal,законный,This contract is completely **legal** and binding.,3,work
growing,растущий,The **growing** child needs more food every day.,2,basic
ill,больной,She felt **ill** after eating the old soup.,2,health
caused,вызвал,The storm **caused** a lot of damage downtown.,2,basic
points,очки,Our team scored twenty **points** in the first half.,2,sports
dating,встречаться,They have been **dating** for almost two years.,2,basic
revenge,месть,He plotted **revenge** against his former boss.,3,basic
likely,вероятно,It is **likely** to rain later this evening.,3,basic
rent,аренда,I pay **rent** at the beginning of each month.,2,home
assistant,помощник,My new **assistant** starts working on Monday morning.,2,work
reasons,причины,There are many **reasons** to learn a new language.,2,basic
yelling,кричащий,Stop **yelling** at the children right now.,2,basic
painting,картина,She hung a beautiful **painting** on the living room wall.,2,home
trees,деревья,The park has hundreds of old **trees**.,1,nature
doctors,врачи,The **doctors** worked hard to save his life.,2,doctor
rush,спешить,Don't **rush** me while I am thinking.,2,basic
murderer,убийца,The police finally caught the **murderer** last week.,4,basic
century,век,The building was built in the nineteenth **century**.,3,basic
nights,ночи,Summer **nights** are warm and full of stars.,2,basic
pair,пара,I need a new **pair** of running shoes.,2,shopping
runs,бегает,She **runs** five miles every single morning.,2,sports
pocket,карман,He put the keys in his jacket **pocket**.,2,basic
farm,ферма,My uncle owns a small **farm** in the countryside.,2,nature
obvious,очевидный,The answer to the question was quite **obvious**.,3,basic
ate,съел,I **ate** the whole pizza by myself last night.,1,kitchen
grew,вырос,He **grew** up in a small village near the mountains.,2,basic
professional,профессиональный,She is a **professional** photographer with many awards.,3,work
goodness,доброта,Her **goodness** touches everyone she meets.,3,basic
parts,части,The car has many moving **parts** inside the engine.,2,basic
genius,гений,Einstein was a true **genius** of his time.,3,basic
cases,случаи,There are several **cases** of the flu this winter.,2,basic
ruin,разрушать,The heavy rain will **ruin** our picnic plans.,3,basic
memories,воспоминания,I have happy **memories** of my childhood summers.,2,basic
buying,покупка,She is **buying** a new dress for the party.,2,shopping
liar,лжец,Don't trust him because he is a terrible **liar**.,2,basic
thief,вор,The **thief** stole her wallet on the bus.,2,basic
including,включая,Everyone came to the party **including** my cousin.,2,basic
competition,конкуренция,The **competition** between the two teams was fierce.,3,sports
planned,запланированный,We **planned** our vacation months in advance.,2,basic
boring,скучный,The meeting was long and very **boring**.,2,basic
victims,жертвы,The **victims** of the accident received medical care.,3,basic
mentioned,упомянул,She **mentioned** your name during the meeting today.,3,basic
bones,кости,The dog buried its **bones** in the backyard.,2,basic
bless,благословлять,May God **bless** you and your family.,3,basic
warning,предупреждение,The sign gave a clear **warning** about danger ahead.,2,basic
knocking,стук,Someone is **knocking** on the front door loudly.,2,home
lower,ниже,Please **lower** your voice in the library.,2,basic
silver,серебро,She wore a beautiful **silver** necklace to the wedding.,2,basic
madame,мадам,"Good evening, **madame**, how may I help you?",3,basic
defense,защита,Our team has the best **defense** in the league.,3,sports
results,результаты,The test **results** will come back tomorrow morning.,2,basic
event,событие,The wedding was the biggest **event** of the year.,2,basic
complicated,сложный,This math problem is too **complicated** for me.,3,basic
shape,форма,The cake had the **shape** of a heart.,2,basic
priest,священник,The **priest** spoke to the congregation about kindness.,3,basic
royal,королевский,The **royal** family lives in a grand palace.,3,basic
romantic,романтичный,They had a **romantic** dinner by candlelight.,3,basic
downstairs,внизу,The kitchen is **downstairs** on the first floor.,2,home
invite,пригласить,I want to **invite** you to my birthday party.,2,party
tears,слёзы,**Tears** rolled down her cheeks during the movie.,2,basic
avoid,избегать,Try to **avoid** sugar if you want to lose weight.,3,health
reached,достиг,We finally **reached** the top of the mountain.,2,basic
higher,выше,Climb **higher** to see the beautiful view.,2,basic
familiar,знакомый,His face looked very **familiar** to me.,3,basic
telephone,телефон,The **telephone** rang in the middle of the night.,2,basic
burning,горящий,The **burning** fire warmed the cold cabin.,2,basic
filled,заполненный,The room was **filled** with happy children.,2,basic
jobs,работа,Many young people are looking for good **jobs**.,2,work
