blame,винить,Don't **blame** me for your mistakes.,2,basic
drugs,лекарства,The doctor prescribed some **drugs** for my cough.,2,health
type,тип,"What **type** of music do you like?",1,basic
rings,кольца,She wears two gold **rings** on her fingers.,2,basic
mission,миссия,"Our **mission** is to save the planet.",3,basic
named,назвал,They **named** their baby Sofia.,2,basic
heaven,рай,"Grandma says she's in **heaven** now.",2,basic
picked,выбрал,I **picked** the red shirt for the party.,2,basic
risk,риск,"Driving too fast is a big **risk**.",2,basic
books,книги,I love reading old **books** at night.,1,school
further,дальше,"Let's discuss this **further** tomorrow.",3,basic
action,действие,"We need to take **action** right now.",2,basic
allowed,разрешено,Smoking is not **allowed** inside the building.,2,basic
orders,приказы,The soldiers followed their **orders** carefully.,3,work
learned,научился,I **learned** how to cook from my mother.,2,basic
arrived,прибыл,The train **arrived** at the station on time.,2,basic
otherwise,иначе,Hurry up **otherwise** we'll miss the bus.,3,basic
pictures,картинки,She showed me **pictures** from her vacation.,1,basic
played,играл,The kids **played** in the park all afternoon.,2,basic
notice,замечать,Did you **notice** her new haircut?,2,basic
awesome,потрясающий,That movie was absolutely **awesome**.,2,basic
director,директор,The **director** called a meeting this morning.,3,work
guard,охранник,The **guard** checked our tickets at the door.,2,basic
begin,начинать,"Let's **begin** the lesson, please.",2,basic
spot,место,I found a perfect **spot** for our picnic.,2,basic
surprised,удивлен,I was **surprised** to see him at the party.,2,basic
innocent,невиновный,The jury found him **innocent** of all charges.,3,basic
narrator,рассказчик,The **narrator** of this audiobook has a calm voice.,4,basic
herself,себя,She made the cake all by **herself**.,2,basic
feelings,чувства,Don't hide your true **feelings** from me.,2,basic
enemy,враг,He became my worst **enemy** after the fight.,3,basic
battle,битва,The soldiers won the **battle** yesterday.,3,basic
ourselves,себя,We made dinner for **ourselves** last night.,3,basic
dollars,доллары,This book costs fifteen **dollars**.,1,shopping
allow,разрешать,My parents don't **allow** me to stay out late.,2,basic
nine,девять,I wake up at **nine** every morning.,1,basic
guilty,виновный,He felt **guilty** about lying to his friend.,3,basic
apart,отдельно,They live **apart** but still love each other.,3,basic
earlier,раньше,I saw her **earlier** today at the cafe.,2,basic
bell,звонок,The school **bell** rang at three o'clock.,2,school
west,запад,The sun sets in the **west**.,2,basic
legs,ноги,My **legs** hurt after the long walk.,1,basic
hero,герой,He became a **hero** after saving the child.,2,basic
destroy,уничтожать,The storm could **destroy** our whole garden.,3,basic
bunch,куча,I bought a **bunch** of bananas at the store.,2,shopping
according,согласно,"**according** to the weather, it will rain tomorrow.",3,basic
bigger,больше,My new house is **bigger** than the old one.,1,basic
low,низкий,The prices here are very **low**.,2,basic
helping,помогающий,Thanks for **helping** me with the homework.,2,basic
admit,признавать,I must **admit** that you were right.,3,basic
closed,закрытый,The shop is **closed** on Sundays.,1,shopping
names,имена,I forgot their **names** already.,1,basic
upstairs,наверху,The bathroom is **upstairs** on the left.,2,home
arm,рука,He broke his **arm** playing football.,1,basic
steal,красть,It's wrong to **steal** from other people.,2,basic
twice,дважды,I called him **twice** but he didn't answer.,2,basic
ways,способы,There are many **ways** to solve this problem.,2,basic
sergeant,сержант,The **sergeant** shouted at the new recruits.,3,work
indeed,действительно,She is **indeed** a talented musician.,4,basic
keeping,сохраняя,Thanks for **keeping** my secret safe.,3,basic
pregnant,беременная,My sister is three months **pregnant**.,3,health
waste,трата,Don't **waste** your time on silly games.,2,basic
helped,помог,She **helped** me carry the heavy bags.,2,basic
fired,уволен,He got **fired** from his job last week.,3,work
favorite,любимый,Blue is my **favorite** color.,1,basic
locked,заперт,The door was **locked** when I arrived.,2,basic
places,места,We visited many beautiful **places** in Italy.,2,basic
writing,письмо,I enjoy **writing** letters to my friends.,2,school
brothers,братья,I have two **brothers** and one sister.,1,family
starts,начинается,The movie **starts** at seven o'clock.,2,basic
prince,принц,The young **prince** married a beautiful girl.,2,basic
form,форма,Please fill out this **form** before the appointment.,2,basic
sold,продал,We **sold** our old car last month.,2,shopping
build,строить,They want to **build** a new house here.,2,basic
hole,дыра,There's a **hole** in my sock.,2,basic
figured,понял,I finally **figured** out the answer.,3,basic
ringing,звонящий,The phone is **ringing** in the kitchen.,2,basic
leg,нога,My left **leg** feels really tired today.,1,basic
above,над,The lamp hangs **above** the dining table.,2,basic
hiding,прячется,The cat is **hiding** under the bed.,2,basic
seemed,казалось,He **seemed** happy at the party last night.,3,basic
written,написанный,This letter was **written** by my grandmother.,3,basic
complete,полный,I need the **complete** list by tomorrow.,3,basic
however,однако,I wanted to go **however** I was too tired.,3,basic
weapon,оружие,The police found a **weapon** at the scene.,3,basic
stole,украл,Someone **stole** my bike from the garage.,2,basic
