three,три,I have **three** brothers and one sister,1,basic
another,другой,Can I have **another** cup of tea,1,basic
understand,понимать,I don't **understand** what you mean,2,basic
remember,помнить,Do you **remember** her phone number,2,basic
own,собственный,She has her **own** apartment downtown,2,basic
same,тот же,We went to the **same** school as kids,1,basic
else,ещё,Is there anything **else** you need,2,basic
kill,убивать,He tried to **kill** the spider with a shoe,2,basic
talking,разговаривающий,They were **talking** loudly in the hallway,1,basic
found,нашёл,I **found** my keys under the couch,2,basic
next,следующий,We get off at the **next** stop,1,basic
getting,получающий,I'm **getting** tired of this weather,2,basic
looking,смотрящий,She was **looking** out the window,2,basic
went,пошёл,We **went** to the beach last weekend,1,basic
hi,привет,"**Hi**, how are you doing today",1,basic
dead,мёртвый,The flowers in the vase are **dead**,2,basic
many,много,There were **many** people at the concert,1,basic
mind,ум,My **mind** is full of questions,2,basic
best,лучший,This is the **best** pizza in town,1,basic
mom,мама,My **mom** makes the best cookies,1,family
morning,утро,I drink coffee every **morning**,1,basic
trying,пытающийся,I'm **trying** to learn Spanish this year,2,basic
boy,мальчик,The little **boy** was playing in the park,1,family
together,вместе,Let's work on this project **together**,1,basic
yourself,себя,You should take better care of **yourself**,2,basic
job,работа,She got a new **job** at the bank,1,work
saw,видел,I **saw** him at the store yesterday,1,basic
real,настоящий,Is that a **real** diamond on your ring,2,basic
without,без,I can't live **without** my morning coffee,2,basic
move,двигаться,Please **move** your car from the driveway,2,basic
most,большинство,**Most** of my friends live nearby,2,basic
seen,виденный,I have never **seen** such a big dog,2,basic
live,жить,We **live** in a small town,1,basic
actually,на самом деле,I **actually** enjoyed the movie last night,3,basic
both,оба,**Both** of my parents are teachers,2,basic
heard,слышал,I **heard** a strange noise last night,2,basic
once,однажды,I met her **once** at a party,2,basic
ready,готов,Are you **ready** to go to dinner,1,basic
called,позвонил,She **called** me three times yesterday,2,basic
used,использовал,I **used** the last of the milk,2,basic
idea,идея,That's a great **idea** for the party,2,basic
knew,знал,I **knew** him in high school,2,basic
hold,держать,Please **hold** my bag for a moment,2,basic
such,такой,I've never had **such** a bad headache,3,basic
also,также,She speaks French and **also** German,1,basic
pretty,довольно,The movie was **pretty** good actually,2,basic
bit,немного,I'm a **bit** hungry right now,2,basic
took,взял,He **took** my umbrella by mistake,2,basic
men,мужчины,Two **men** were waiting outside the office,1,basic
whole,целый,I ate the **whole** pizza by myself,2,basic
while,пока,I read a book **while** waiting for you,2,basic
since,с тех пор,I haven't seen him **since** last year,2,basic
days,дни,It rained for three **days** straight,1,basic
guess,догадываться,I **guess** we should leave now,2,basic
meet,встречать,Let's **meet** at the cafe tomorrow,1,basic
bring,приносить,Please **bring** your notebook to class,1,basic
tonight,сегодня вечером,We're going out **tonight** for dinner,1,basic
everyone,все,**Everyone** was happy at the party,1,basic
alone,один,She lives **alone** in the countryside,2,basic
myself,себя,I made this cake by **myself**,2,basic
gone,ушедший,All the cookies are **gone** already,2,basic
end,конец,The movie has a sad **end**,2,basic
saying,говорящий,What are you **saying** right now,2,basic
phone,телефон,My **phone** battery is almost dead,1,basic
looks,выглядит,She **looks** tired this morning,2,basic
problem,проблема,We have a serious **problem** with the car,2,basic
friends,друзья,My **friends** are coming over tonight,1,basic
ago,назад,I met her two years **ago**,2,basic
anyone,кто-нибудь,Did **anyone** call while I was out,2,basic
killed,убил,The frost **killed** all my tomato plants,2,basic
hope,надеяться,I **hope** you feel better soon,2,basic
face,лицо,Wash your **face** before bed,1,basic
until,до,I'll wait **until** you get home,2,basic
lost,потерял,I **lost** my wallet at the mall,2,basic
excuse,извинять,"**Excuse** me, where is the restroom",2,basic
turn,поворачивать,**Turn** left at the next corner,2,basic
case,случай,"In that **case**, we should leave early",3,basic
wants,хочет,She **wants** a new bicycle for her birthday,1,basic
says,говорит,He **says** he'll be here by six,1,basic
die,умирать,Plants **die** without enough water,2,basic
soon,скоро,I'll see you again **soon**,2,basic
each,каждый,**Each** student got a free book,2,basic
worry,беспокоиться,Don't **worry** about the test results,2,basic
hand,рука,She raised her **hand** to ask a question,1,basic
probably,вероятно,It will **probably** rain tomorrow afternoon,2,basic
beautiful,красивый,What a **beautiful** sunset over the ocean,2,basic
thinking,думающий,I was **thinking** about you all day,2,basic
