hitting,удар/бить,The boy kept **hitting** the ball over the fence.,2,sports
glory,слава,The team returned home covered in **glory**.,3,basic
knocked,постучал/сбил,"Someone **knocked** on the door, but nobody answered.",2,home
studying,учиться,She is **studying** for her final exam tonight.,1,school
apple,яблоко,I eat a red **apple** every morning.,1,kitchen
rope,верёвка,He tied the boat with a thick **rope**.,2,basic
reputation,репутация,The restaurant has an excellent **reputation** in town.,3,basic
confidence,уверенность,She spoke with **confidence** during the interview.,3,work
beloved,любимый,He wrote a letter to his **beloved** wife.,3,family
lack,недостаток,"Because of the **lack** of sleep, I feel tired.",3,basic
actual,фактический,"Tell me the **actual** cost, not an estimate.",3,basic
skills,навыки,Cooking **skills** are useful in everyday life.,2,basic
films,фильмы,We watched several old **films** last weekend.,2,leisure
mental,умственный,Chess requires great **mental** effort and focus.,3,health
flesh,плоть,The **flesh** of this fruit is very sweet.,3,kitchen
secure,безопасный,Please keep your password in a **secure** place.,3,internet
highly,очень/высоко,This book is **highly** recommended by teachers.,3,basic
sand,песок,The children built a castle from **sand**.,1,nature
emotional,эмоциональный,The movie ending was very **emotional** for everyone.,3,basic
setting,обстановка/установка,The **setting** of the novel is ancient Rome.,3,basic
services,услуги,This company offers cleaning **services** to offices.,2,work
robbery,ограбление,The bank **robbery** happened early in the morning.,3,basic
hates,ненавидит,My sister **hates** cold winter weather.,2,basic
fed,кормил,"Yesterday, I **fed** the cat before leaving.",2,home
reward,награда,The police offered a **reward** for information.,3,basic
commit,совершить/посвятить,You must **commit** fully to reach your goals.,3,basic
entirely,полностью,I **entirely** agree with your opinion.,3,basic
extraordinary,необыкновенный,She has an **extraordinary** talent for music.,4,basic
ships,корабли,Large **ships** were sailing into the harbor.,2,basic
opposite,противоположный,The store is on the **opposite** side of the street.,2,basic
parties,вечеринки/партии,We went to two **parties** last Saturday.,2,party
stands,стоит,"My brother **stands** taller than me, finally.",2,basic
events,события,Many important **events** happened last year.,2,basic
mummy,мама,The little girl hugged her **mummy** tightly.,1,family
bay,залив,The boats rested quietly in the **bay**.,3,nature
disappointed,разочарованный,I was **disappointed** with the exam results.,3,basic
settled,устроенный/решённый,They **settled** in a quiet village by the sea.,3,basic
begins,начинает,The concert **begins** at eight o'clock sharp.,2,basic
detail,деталь,"Please explain every **detail**, step by step.",2,basic
pink,розовый,She wore a **pink** dress to the party.,1,basic
fellas,ребята,"Hey **fellas**, let's grab a drink together.",3,basic
accepted,принятый,My application was finally **accepted** yesterday.,2,basic
background,фон/происхождение,"The **background** of the photo is blurry.",3,basic
garbage,мусор,Please take the **garbage** outside tonight.,2,home
panic,паника,Try not to **panic** during the emergency.,3,health
minds,умы,Great **minds** often think alike.,3,basic
blowing,дует,The wind is **blowing** hard this afternoon.,2,nature
agreement,соглашение,Both companies signed the **agreement** today.,3,work
pushing,толкающий,Stop **pushing** me in the crowd.,2,basic
ability,способность,She has the **ability** to learn languages fast.,2,basic
culture,культура,Japanese **culture** fascinates many travelers.,3,basic
solid,твёрдый,Ice is the **solid** form of water.,2,science
doll,кукла,My daughter sleeps with her favorite **doll**.,1,home
intend,намереваться,I **intend** to finish this book by Sunday.,3,basic
district,район,They live in the historic **district** of Paris.,3,basic
ignore,игнорировать,Please do not **ignore** my emails.,2,basic
naturally,естественно,"**Naturally**, she was happy about the promotion.",3,basic
attempt,попытка,This is my third **attempt** to pass the test.,3,basic
abandoned,заброшенный,They explored the **abandoned** old house.,3,basic
cutting,резка,He was **cutting** vegetables for dinner.,2,kitchen
kissed,поцеловал,She **kissed** him softly on the cheek.,2,basic
guarantee,гарантия,This product comes with a one-year **guarantee**.,3,shopping
violent,жестокий,The film contains several **violent** scenes.,3,basic
embarrassing,смущающий,Forgetting his name was truly **embarrassing**.,3,basic
wasting,тратящий впустую,Stop **wasting** water during the shower.,3,basic
chick,цыплёнок,The little **chick** just came out of the egg.,2,nature
disaster,катастрофа,The storm was a complete **disaster** for farmers.,3,basic
revolution,революция,The French **Revolution** changed European history.,4,politics
demon,демон,The movie tells a story about an ancient **demon**.,3,basic
heavily,тяжело/сильно,It was raining **heavily** all night long.,3,nature
coincidence,совпадение,What a strange **coincidence** to meet you here!,4,basic
perform,выступать,The actors will **perform** the play tonight.,3,leisure
terrific,потрясающий,You did a **terrific** job on this project.,3,basic
virgin,нетронутый/девственный,They hiked through the **virgin** forest.,4,nature
impressive,впечатляющий,Her speech was truly **impressive** and moving.,3,basic
windows,окна,The **windows** were dirty after the storm.,1,home
potential,потенциал,That young player has great **potential**.,3,sports
dozen,дюжина,I bought a **dozen** eggs at the market.,2,shopping
delivery,доставка,The **delivery** will arrive tomorrow morning.,3,shopping
advance,аванс/продвижение,We paid the money in **advance**.,3,bank
quietly,тихо,She closed the door **quietly** behind her.,2,basic
teaching,обучение,**Teaching** children requires a lot of patience.,2,school
