disappear,исчезать,Magicians can **disappear** behind a curtain,2,leisure
grateful,благодарный,I am so **grateful** for your help,2,basic
extremely,крайне,The weather is **extremely** cold today,2,basic
treasure,сокровище,The pirates found buried **treasure** on the island,2,leisure
rescue,спасать,Firefighters came to **rescue** the trapped cat,3,basic
capable,способный,She is **capable** of solving hard problems,3,work
passing,проходящий,A **passing** car splashed water on me,3,driving
result,результат,The test **result** surprised everyone,2,school
suffering,страдание,War causes terrible **suffering** for families,3,basic
sisters,сёстры,My two **sisters** live in another city,1,family
laid,положил,He **laid** the book on the table,2,basic
guards,охранники,Two **guards** stood at the palace gate,3,basic
text,сообщение,Send me a **text** when you arrive,1,internet
literally,буквально,I **literally** cannot believe what happened,3,basic
remove,убирать,Please **remove** your shoes at the door,2,home
becoming,становящийся,She is **becoming** a great doctor,2,work
stronger,сильнее,He grew **stronger** after months of training,2,sports
deeply,глубоко,She cares **deeply** about her students,3,basic
scream,кричать,Don't **scream** in the library,2,basic
illegal,незаконный,Parking here is **illegal** after six,3,driving
pulling,тянущий,The horse is **pulling** a heavy cart,2,basic
throwing,бросающий,The boy is **throwing** stones into the lake,2,basic
unbelievable,невероятный,The magic show was simply **unbelievable**,3,leisure
zero,ноль,The temperature dropped to **zero** last night,1,basic
candy,конфета,Kids love **candy** on Halloween,1,shopping
tied,связанный,His hands were **tied** behind his back,3,basic
edge,край,Don't stand near the **edge** of the cliff,2,nature
load,груз,The truck carries a heavy **load**,2,work
mountains,горы,We hiked in the **mountains** last summer,2,nature
former,бывший,He is a **former** president of the company,3,work
riding,едущий верхом,She is **riding** a brown horse,2,sports
hundreds,сотни,**Hundreds** of people came to the concert,2,basic
bags,сумки,Put the **bags** in the car trunk,1,shopping
stealing,воровство,**Stealing** from shops is a crime,3,basic
appears,появляется,A rainbow **appears** after the rain,2,nature
remains,остаётся,Only one cookie **remains** on the plate,2,basic
decent,приличный,He is a **decent** and honest man,3,basic
issues,проблемы,We have some **issues** with the internet,2,internet
penny,копейка,I don't have a single **penny** left,2,basic
friendship,дружба,Our **friendship** means everything to me,2,basic
desperate,отчаянный,She was **desperate** to find her lost dog,3,basic
dramatic,драматичный,Don't be so **dramatic** about small things,3,basic
refuse,отказываться,I **refuse** to eat cold soup,2,restaurant
properly,правильно,Please close the door **properly**,2,basic
dragon,дракон,The knight fought a fierce **dragon**,3,leisure
mostly,в основном,I **mostly** drink coffee in the morning,2,basic
directly,напрямую,Speak to me **directly** about the problem,2,basic
surface,поверхность,Ice forms on the **surface** of the lake,3,nature
false,ложный,This information turned out to be **false**,2,basic
hunting,охота,**Hunting** is forbidden in this forest,3,nature
silent,молчаливый,The whole room went **silent**,2,basic
woke,проснулся,I **woke** up at six this morning,1,basic
intelligence,интеллект,Her **intelligence** impressed all the teachers,3,school
winning,побеждающий,Our team is **winning** the match,2,sports
falls,падает,A leaf slowly **falls** from the tree,2,nature
popular,популярный,This song is very **popular** right now,2,basic
escaped,сбежал,The prisoner **escaped** during the night,3,basic
witch,ведьма,Children dress as a **witch** on Halloween,2,leisure
convinced,убеждённый,I am **convinced** she is telling the truth,3,basic
warn,предупреждать,I must **warn** you about the danger,3,basic
announcer,диктор,The **announcer** reported the football score,3,sports
someday,когда-нибудь,**Someday** I will visit Japan,2,basic
fallen,упавший,A **fallen** tree blocked the road,3,nature
stranger,незнакомец,Don't talk to a **stranger** on the street,2,basic
presence,присутствие,Your **presence** makes me happy,3,basic
therefore,поэтому,It is raining **therefore** we stay home,3,basic
technology,технология,Modern **technology** changes very fast,2,science
tires,шины,My car needs new **tires** before winter,2,driving
wise,мудрый,My grandmother is a very **wise** woman,2,family
americans,американцы,Many **Americans** love baseball and hot dogs,2,basic
notes,заметки,I take **notes** during every lecture,1,school
